epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1361.99,0.87377,0.60993,1.03583,0.88732,0.90909,0.89205,0.66561,1.07988,0.56508,1.34639,0.0081685,0.0081685,0.0081685
187,1369.15,0.84911,0.6152,1.02648,0.87823,0.90909,0.90105,0.74474,0.84044,0.55674,1.14342,0.0081586,0.0081586,0.0081586
188,1376.44,0.87014,0.63176,1.02985,0.99448,1,0.995,0.668,1.16704,0.62242,1.51856,0.0081487,0.0081487,0.0081487
189,1383.6,0.83269,0.62694,1.04582,0.99544,0.90909,0.90718,0.67987,0.85357,0.60476,1.23391,0.0081388,0.0081388,0.0081388
190,1390.73,0.87018,0.60546,1.04686,0.99171,0.90909,0.90753,0.71739,0.92391,0.54464,1.33107,0.0081289,0.0081289,0.0081289
191,1397.93,0.83569,0.62677,1.04291,0.99485,0.90909,0.91147,0.67006,1.0525,0.54036,1.39554,0.008119,0.008119,0.008119
192,1405.13,0.88266,0.63995,1.04494,0.98866,0.90909,0.90869,0.67396,1.00014,0.50195,1.30738,0.0081091,0.0081091,0.0081091
193,1412.35,0.84126,0.61169,1.03272,0.98285,1,0.995,0.76267,0.84365,0.49634,1.13992,0.0080992,0.0080992,0.0080992
194,1419.57,0.83769,0.61872,1.02844,0.90466,0.90909,0.91229,0.75109,0.87165,0.42822,1.29464,0.0080893,0.0080893,0.0080893
195,1426.75,0.86867,0.61533,1.05479,0.99396,0.90909,0.9875,0.78043,0.81855,0.43436,1.16839,0.0080794,0.0080794,0.0080794
196,1433.99,0.87057,0.60503,1.03463,0.98727,0.90909,0.91325,0.75947,0.85605,0.44977,1.18225,0.0080695,0.0080695,0.0080695
197,1441.14,0.80294,0.57869,1.01106,1,0.8854,0.91069,0.72399,1.03266,0.47446,1.37539,0.0080596,0.0080596,0.0080596
198,1448.47,0.82597,0.56903,1.01427,0.90125,0.90909,0.89838,0.67631,1.07795,0.53026,1.50295,0.0080497,0.0080497,0.0080497
199,1455.74,0.8458,0.61262,1.02394,1,0.99415,0.995,0.7764,0.78472,0.50161,1.06389,0.0080398,0.0080398,0.0080398
200,1462.9,0.85477,0.59852,1.03178,0.98867,1,0.995,0.79966,0.80986,0.43159,1.07129,0.0080299,0.0080299,0.0080299
201,1470.08,0.85312,0.63072,1.04503,0.99655,0.90909,0.91956,0.78592,0.78343,0.52592,1.16182,0.00802,0.00802,0.00802
202,1477.28,0.8337,0.59854,1.04187,0.99452,0.90909,0.93694,0.79343,0.70911,0.45668,1.05484,0.0080101,0.0080101,0.0080101
203,1484.48,0.8225,0.62558,1.01675,1,0.90324,0.96,0.80143,0.72472,0.46525,1.05946,0.0080002,0.0080002,0.0080002
204,1491.65,0.86993,0.61054,1.03935,0.99931,0.90909,0.96324,0.80462,0.66581,0.48378,0.99623,0.0079903,0.0079903,0.0079903
205,1498.79,0.85445,0.62611,1.03205,0.91606,1,0.9875,0.82157,0.69711,0.3863,1.01437,0.0079804,0.0079804,0.0079804
206,1506.03,0.84124,0.62616,1.0332,0.9928,0.90909,0.9875,0.8395,0.67503,0.4456,0.99879,0.0079705,0.0079705,0.0079705
207,1513.17,0.79352,0.56851,0.99904,0.99268,0.90909,0.9875,0.76709,0.71681,0.41598,1.05792,0.0079606,0.0079606,0.0079606
208,1520.55,0.84228,0.59895,1.03033,0.99453,1,0.995,0.78478,0.80032,0.47073,1.07289,0.0079507,0.0079507,0.0079507
209,1527.83,0.85669,0.62238,1.05907,0.99518,1,0.995,0.76941,0.97778,0.50845,1.18192,0.0079408,0.0079408,0.0079408
210,1535,0.83465,0.60517,1.04223,0.99084,1,0.995,0.77342,0.79457,0.52409,1.05707,0.0079309,0.0079309,0.0079309
211,1542.29,0.82864,0.59056,1.03114,0.99506,1,0.995,0.82404,0.70753,0.42228,0.99775,0.007921,0.007921,0.007921
212,1549.55,0.8383,0.58317,1.02613,0.99287,1,0.995,0.73606,0.79572,0.39911,1.11551,0.0079111,0.0079111,0.0079111
213,1556.76,0.83665,0.58328,1.03383,0.99573,0.90909,0.91339,0.75333,0.78939,0.49984,1.09749,0.0079012,0.0079012,0.0079012
214,1563.91,0.80737,0.59841,1.01831,0.99405,0.90909,0.94167,0.81129,0.65669,0.47694,0.9805,0.0078913,0.0078913,0.0078913
215,1571.13,0.82035,0.57218,1.02175,0.9948,0.90909,0.938,0.82785,0.61799,0.44847,0.96962,0.0078814,0.0078814,0.0078814
216,1578.49,0.80175,0.57074,1.01301,1,0.90165,0.9875,0.77054,0.78402,0.54723,1.14478,0.0078715,0.0078715,0.0078715
217,1585.74,0.82856,0.57611,1.03265,1,0.90416,0.9875,0.74222,0.80795,0.48062,1.12712,0.0078616,0.0078616,0.0078616
218,1593.03,0.79871,0.57586,1.00753,1,0.99518,0.995,0.77123,0.7462,0.41256,1.01621,0.0078517,0.0078517,0.0078517
219,1600.19,0.80357,0.58397,1.01803,1,0.9051,0.91178,0.77623,0.80049,0.54985,1.10458,0.0078418,0.0078418,0.0078418
220,1607.37,0.81008,0.59085,1.02913,1,0.87891,0.91576,0.77818,0.82055,0.42604,1.20338,0.0078319,0.0078319,0.0078319
221,1614.5,0.81163,0.58134,1.02137,1,0.99633,0.995,0.79808,0.76258,0.42728,1.07394,0.007822,0.007822,0.007822
222,1621.71,0.82811,0.58231,1.02973,1,0.99358,0.995,0.75717,0.88356,0.48645,1.14832,0.0078121,0.0078121,0.0078121
223,1628.83,0.82719,0.57873,1.02238,0.99199,0.90909,0.91119,0.78811,0.74995,0.50954,1.11094,0.0078022,0.0078022,0.0078022
224,1636.04,0.80752,0.56668,1.01407,1,0.9934,0.995,0.76437,0.94873,0.46074,1.26552,0.0077923,0.0077923,0.0077923
225,1643.24,0.83425,0.57273,1.02625,0.99409,1,0.995,0.6659,1.06624,0.66079,1.25998,0.0077824,0.0077824,0.0077824
226,1650.56,0.82389,0.5878,1.02538,0.90387,0.90909,0.86153,0.68866,1.01643,0.48576,1.30925,0.0077725,0.0077725,0.0077725
227,1657.74,0.80394,0.57149,1.02097,0.99838,1,0.995,0.79272,0.77895,0.46473,1.0661,0.0077626,0.0077626,0.0077626
228,1664.93,0.75409,0.56011,0.99157,1,0.89781,0.91769,0.73223,0.85137,0.55534,1.17386,0.0077527,0.0077527,0.0077527
229,1672.13,0.80303,0.56379,0.99872,0.97236,0.90909,0.92268,0.78432,0.82182,0.73179,1.19634,0.0077428,0.0077428,0.0077428
230,1679.32,0.80763,0.58249,1.02075,0.99577,0.90909,0.92404,0.76479,0.87855,0.47709,1.21542,0.0077329,0.0077329,0.0077329
231,1686.57,0.8207,0.56633,1.01479,1,0.89756,0.9875,0.77376,0.84994,0.58169,1.18413,0.007723,0.007723,0.007723
232,1693.73,0.7988,0.58691,1.0168,0.99796,1,0.995,0.76225,0.8743,0.41426,1.19197,0.0077131,0.0077131,0.0077131
233,1700.95,0.81482,0.56036,1.01153,0.99558,1,0.995,0.74931,0.79221,0.4162,1.15895,0.0077032,0.0077032,0.0077032
234,1708.18,0.78217,0.55807,1.00537,1,0.90705,0.9446,0.74461,0.82271,0.51609,1.15111,0.0076933,0.0076933,0.0076933
235,1715.35,0.81266,0.5732,1.00506,1,0.9061,0.91769,0.74781,0.78769,0.62733,1.13279,0.0076834,0.0076834,0.0076834
236,1722.58,0.8036,0.57264,1.01619,1,0.99248,0.995,0.82559,0.69259,0.45534,1.02007,0.0076735,0.0076735,0.0076735
237,1729.79,0.79177,0.56838,0.99925,0.96911,1,0.995,0.83641,0.62909,0.45843,0.99439,0.0076636,0.0076636,0.0076636
238,1736.99,0.78644,0.56419,1.00356,1,0.90374,0.9875,0.83916,0.6493,0.54322,1.04406,0.0076537,0.0076537,0.0076537
239,1744.12,0.81431,0.56716,1.01644,1,0.90415,0.9545,0.75825,0.77148,0.54204,1.06818,0.0076438,0.0076438,0.0076438
240,1751.29,0.7957,0.5697,0.99686,1,0.99733,0.995,0.81256,0.76484,0.40238,1.01568,0.0076339,0.0076339,0.0076339
241,1758.58,0.79149,0.56846,1.02139,0.99526,1,0.995,0.85234,0.66674,0.35895,1.02528,0.007624,0.007624,0.007624
242,1765.8,0.77405,0.5541,1.00717,0.99455,1,0.995,0.82838,0.76157,0.36599,1.06073,0.0076141,0.0076141,0.0076141
243,1773.07,0.77671,0.56416,1.01645,1,0.99422,0.995,0.84571,0.71412,0.41607,1.07412,0.0076042,0.0076042,0.0076042
244,1787.48,0.76742,0.55351,0.99694,1,0.81513,0.86252,0.73623,0.75316,0.77306,1.12727,0.0075943,0.0075943,0.0075943
245,1795.45,0.78122,0.54593,1.01175,0.99973,0.90909,0.9446,0.80584,0.71906,0.50669,1.06491,0.0075844,0.0075844,0.0075844
246,1803.28,0.75206,0.56713,0.99489,0.90295,0.90909,0.89506,0.77555,0.91308,0.46399,1.28999,0.0075745,0.0075745,0.0075745
247,1811.88,0.76805,0.56178,0.99095,0.89756,0.90909,0.88491,0.74052,0.83479,0.5063,1.21599,0.0075646,0.0075646,0.0075646
248,5410.3,0.77138,0.56102,0.99197,0.96405,0.90909,0.98115,0.75751,0.82405,0.44908,1.14603,0.0075547,0.0075547,0.0075547
249,7967.59,0.81554,0.58005,1.01308,1,0.90301,0.9875,0.75028,0.89164,0.55033,1.14335,0.0075448,0.0075448,0.0075448
250,7975.77,0.76432,0.55532,0.99786,0.99437,0.81818,0.90984,0.82761,0.73048,0.66337,1.04404,0.0075349,0.0075349,0.0075349
251,7983.77,0.7562,0.58406,1.00511,1,0.90511,0.971,0.80426,0.82456,0.49593,1.1393,0.007525,0.007525,0.007525
252,7991.63,0.77278,0.56232,0.99637,0.99416,0.90909,0.9093,0.72985,0.85669,0.54817,1.11611,0.0075151,0.0075151,0.0075151
253,7999.36,0.75262,0.54153,0.99101,1,0.99684,0.995,0.72832,0.87381,0.44804,1.16204,0.0075052,0.0075052,0.0075052
254,8007.07,0.80653,0.56944,1.00726,0.99237,1,0.995,0.69065,1.03211,0.44471,1.33725,0.0074953,0.0074953,0.0074953
255,8014.81,0.76211,0.54392,0.99615,0.99252,1,0.995,0.73411,0.90454,0.41973,1.21351,0.0074854,0.0074854,0.0074854
256,8022.6,0.74046,0.50599,0.97943,0.99869,1,0.995,0.77938,0.87201,0.43448,1.18291,0.0074755,0.0074755,0.0074755
257,8030.4,0.77082,0.55167,0.99589,0.99337,0.90909,0.98115,0.76755,0.87968,0.44392,1.16088,0.0074656,0.0074656,0.0074656
258,8038.58,0.78909,0.54161,0.99863,1,0.98986,0.995,0.76519,0.90746,0.50688,1.21072,0.0074557,0.0074557,0.0074557
259,8046.41,0.77442,0.55226,0.99621,1,0.9963,0.995,0.76731,0.94274,0.42047,1.29232,0.0074458,0.0074458,0.0074458
260,8054.18,0.7196,0.53665,0.97943,1,0.99804,0.995,0.81087,0.82881,0.40536,1.15482,0.0074359,0.0074359,0.0074359
261,8062.02,0.77978,0.55638,1.00308,0.99301,0.90909,0.91651,0.7903,0.83101,0.38007,1.12632,0.007426,0.007426,0.007426
262,8069.98,0.76642,0.55434,0.99746,0.82917,0.90909,0.87668,0.74,0.88993,0.52092,1.26257,0.0074161,0.0074161,0.0074161
263,8077.73,0.77053,0.54821,1.00902,0.90793,0.89749,0.90301,0.7623,0.92895,0.48851,1.31276,0.0074062,0.0074062,0.0074062
264,8085.49,0.74862,0.53982,0.98291,1,0.90473,0.92333,0.75129,0.96234,0.49067,1.32912,0.0073963,0.0073963,0.0073963
265,8093.2,0.76464,0.53718,0.99506,0.90458,0.90909,0.89637,0.75758,0.88968,0.40098,1.25958,0.0073864,0.0073864,0.0073864
266,8100.99,0.77926,0.53757,0.99206,0.90554,0.90909,0.90875,0.71257,0.91123,0.47332,1.26616,0.0073765,0.0073765,0.0073765
267,8108.8,0.81557,0.56579,1.02426,1,0.99452,0.995,0.81441,0.86573,0.42872,1.14973,0.0073666,0.0073666,0.0073666
268,8116.58,0.77139,0.54535,1.00817,0.99369,0.90909,0.97571,0.79642,0.76699,0.47855,1.03032,0.0073567,0.0073567,0.0073567
269,8124.47,0.76083,0.53139,0.99226,0.99583,1,0.995,0.79952,0.87934,0.45747,1.11329,0.0073468,0.0073468,0.0073468
270,8132.23,0.76525,0.52914,0.99597,0.91637,0.99639,0.9875,0.8522,0.7164,0.47472,0.99957,0.0073369,0.0073369,0.0073369
271,8139.99,0.74318,0.51024,0.97803,0.91614,0.99371,0.9875,0.84321,0.67411,0.42464,0.97343,0.007327,0.007327,0.007327
272,8147.81,0.7377,0.50725,0.98128,0.91635,0.99618,0.98,0.74959,0.94362,0.48237,1.35195,0.0073171,0.0073171,0.0073171
273,8155.67,0.7835,0.55664,1.00411,0.89925,0.90909,0.91339,0.76965,0.90072,0.43738,1.31184,0.0073072,0.0073072,0.0073072
274,8163.58,0.76877,0.53683,1.0007,0.99453,0.90909,0.97571,0.76773,0.87693,0.452,1.19015,0.0072973,0.0072973,0.0072973
275,8171.4,0.80874,0.56554,0.99463,1,0.99043,0.995,0.79389,0.78335,0.40711,1.13643,0.0072874,0.0072874,0.0072874
276,8179.28,0.75606,0.53692,0.99451,0.91322,1,0.98,0.79265,0.79519,0.43026,1.14818,0.0072775,0.0072775,0.0072775
277,8187.15,0.7528,0.52268,0.99508,0.90746,0.90909,0.91515,0.79967,0.77161,0.44628,1.16635,0.0072676,0.0072676,0.0072676
278,8195,0.76261,0.54291,0.99007,0.9085,0.90322,0.96753,0.8375,0.71525,0.54158,1.07356,0.0072577,0.0072577,0.0072577
279,8202.86,0.753,0.55084,1.0006,1,0.991,0.995,0.85551,0.65809,0.45419,0.96862,0.0072478,0.0072478,0.0072478
280,8210.77,0.72214,0.51921,0.98237,1,0.99226,0.995,0.88109,0.58008,0.38076,0.93379,0.0072379,0.0072379,0.0072379
281,8218.57,0.75122,0.52185,0.98864,0.99924,0.90909,0.9875,0.86918,0.6388,0.4232,0.99754,0.007228,0.007228,0.007228
282,8226.42,0.72659,0.51377,0.97388,1,0.99093,0.995,0.83441,0.6739,0.44048,0.97057,0.0072181,0.0072181,0.0072181
283,8234.31,0.73498,0.54233,0.9856,0.99968,0.90909,0.9875,0.87015,0.63063,0.3844,1.00929,0.0072082,0.0072082,0.0072082
284,8242.11,0.73788,0.54132,0.98168,1,0.90446,0.97571,0.7706,0.8527,0.51974,1.20556,0.0071983,0.0071983,0.0071983
285,8249.83,0.69525,0.50849,0.97087,1,0.90646,0.995,0.8189,0.6922,0.50106,1.087,0.0071884,0.0071884,0.0071884
286,8257.56,0.74715,0.52533,0.99066,1,0.98763,0.995,0.78488,0.75501,0.42962,1.14947,0.0071785,0.0071785,0.0071785
287,8265.35,0.72041,0.51584,0.99021,1,0.99197,0.995,0.79224,0.61372,0.3795,1.00443,0.0071686,0.0071686,0.0071686
288,8273.08,0.74467,0.52959,0.98587,0.99375,0.90909,0.92097,0.79417,0.70909,0.3659,1.08228,0.0071587,0.0071587,0.0071587
289,8280.88,0.73529,0.53868,0.97084,0.9895,0.90909,0.97571,0.83445,0.71468,0.36772,1.12133,0.0071488,0.0071488,0.0071488
290,8288.79,0.75523,0.54274,0.99649,0.90496,0.90909,0.91332,0.77893,0.85144,0.41645,1.19476,0.0071389,0.0071389,0.0071389
291,8296.59,0.73372,0.52994,0.98069,0.99349,1,0.995,0.67616,1.06895,0.57064,1.46044,0.007129,0.007129,0.007129
292,8304.38,0.72359,0.54399,0.99182,0.99585,1,0.995,0.75301,0.98679,0.42809,1.32349,0.0071191,0.0071191,0.0071191
293,8312.29,0.72558,0.51993,0.97658,1,0.9886,0.995,0.77223,0.81705,0.42855,1.16384,0.0071092,0.0071092,0.0071092
294,8320.18,0.70928,0.50122,0.95593,0.99529,0.81818,0.9098,0.79626,0.63018,0.52582,1.0457,0.0070993,0.0070993,0.0070993
295,8327.93,0.73592,0.51825,0.98325,0.994,0.81818,0.88651,0.75571,0.71438,0.54087,1.07532,0.0070894,0.0070894,0.0070894
296,8335.8,0.76988,0.55509,1.0059,1,0.90474,0.96324,0.80165,0.70904,0.5406,1.09631,0.0070795,0.0070795,0.0070795
297,8343.66,0.73694,0.52047,0.98582,1,0.90858,0.91769,0.79263,0.73238,0.44597,1.12233,0.0070696,0.0070696,0.0070696
298,8351.5,0.7379,0.51862,0.97398,0.89843,0.90909,0.89949,0.75305,0.7813,0.48114,1.14445,0.0070597,0.0070597,0.0070597
299,8359.36,0.70972,0.50345,0.97253,1,0.90498,0.9151,0.77276,0.78847,0.60713,1.15943,0.0070498,0.0070498,0.0070498
300,8367.32,0.7352,0.52421,0.98049,1,0.90597,0.96324,0.78874,0.73746,0.53814,1.13355,0.0070399,0.0070399,0.0070399
301,8375.27,0.71151,0.49783,0.97927,0.88848,0.90909,0.90692,0.79799,0.74533,0.50065,1.21439,0.00703,0.00703,0.00703
302,8383.14,0.7487,0.5271,0.9852,0.99252,0.90909,0.91471,0.79932,0.76638,0.4539,1.13383,0.0070201,0.0070201,0.0070201
303,8391,0.72262,0.5069,0.97091,0.99443,0.90909,0.94804,0.78633,0.87765,0.47184,1.12626,0.0070102,0.0070102,0.0070102
304,8398.94,0.73296,0.51476,0.98531,0.9936,0.90909,0.97571,0.80155,0.70325,0.43204,1.02195,0.0070003,0.0070003,0.0070003
305,8406.89,0.73671,0.50203,0.97143,0.99814,0.90909,0.971,0.88686,0.59275,0.40024,0.96418,0.0069904,0.0069904,0.0069904
306,8414.7,0.75078,0.52724,0.99404,0.91568,0.98818,0.9875,0.85743,0.6225,0.36167,1.04317,0.0069805,0.0069805,0.0069805
307,8422.5,0.7353,0.52131,0.99725,0.9936,0.90909,0.92207,0.83453,0.68348,0.4227,1.09292,0.0069706,0.0069706,0.0069706
308,8430.24,0.72992,0.50794,0.98575,1,0.89512,0.92404,0.84106,0.66722,0.41603,1.04663,0.0069607,0.0069607,0.0069607
309,8438.06,0.71535,0.51117,0.98676,0.99263,0.81818,0.92594,0.82152,0.7015,0.63693,1.09059,0.0069508,0.0069508,0.0069508
310,8445.78,0.74015,0.5284,0.97775,1,0.90505,0.938,0.81324,0.73787,0.66979,1.06983,0.0069409,0.0069409,0.0069409
311,8453.58,0.72929,0.52163,0.97978,1,0.99424,0.995,0.82556,0.74359,0.44584,0.9867,0.006931,0.006931,0.006931
312,8461.36,0.7425,0.52209,0.99155,0.91619,0.99427,0.9875,0.83167,0.78444,0.43412,1.04537,0.0069211,0.0069211,0.0069211
313,8469.14,0.71658,0.51376,0.97014,1,0.99612,0.995,0.80702,0.77636,0.41314,1.07832,0.0069112,0.0069112,0.0069112
314,8477.03,0.70432,0.49699,0.97714,0.90366,0.90909,0.90257,0.76416,0.91875,0.4385,1.31866,0.0069013,0.0069013,0.0069013
315,8484.86,0.70572,0.51291,0.9692,0.90366,0.90909,0.88683,0.76242,0.88849,0.40781,1.28792,0.0068914,0.0068914,0.0068914
316,8492.72,0.72518,0.51061,0.98516,0.98595,0.90909,0.9248,0.7969,0.84504,0.36541,1.20299,0.0068815,0.0068815,0.0068815
317,8500.55,0.70948,0.51377,0.97375,1,0.99959,0.995,0.81899,0.74332,0.34288,1.09852,0.0068716,0.0068716,0.0068716
318,8508.4,0.73983,0.52465,0.9754,1,0.99415,0.995,0.80904,0.75083,0.3924,1.0733,0.0068617,0.0068617,0.0068617
319,8516.18,0.70309,0.49682,0.97608,0.99999,1,0.995,0.81692,0.71974,0.34442,1.03752,0.0068518,0.0068518,0.0068518
320,8524.03,0.69269,0.49927,0.97547,0.99615,1,0.995,0.82207,0.72228,0.34063,1.03219,0.0068419,0.0068419,0.0068419
321,8531.79,0.69687,0.48242,0.96967,0.99502,1,0.995,0.82332,0.66964,0.34954,1.01303,0.006832,0.006832,0.006832
322,8539.59,0.69381,0.5023,0.97377,0.99095,1,0.995,0.80194,0.74007,0.36497,1.03186,0.0068221,0.0068221,0.0068221
323,8547.46,0.70969,0.50111,0.97486,0.97115,0.90909,0.98115,0.82395,0.75545,0.36136,1.05562,0.0068122,0.0068122,0.0068122
324,8555.26,0.70077,0.49393,0.96667,0.9931,0.90909,0.92097,0.81638,0.71781,0.33742,1.04963,0.0068023,0.0068023,0.0068023
325,8563.02,0.72772,0.50418,0.97915,1,0.99736,0.995,0.82869,0.6881,0.37301,0.99319,0.0067924,0.0067924,0.0067924
326,8570.82,0.72167,0.51213,0.96882,1,0.99494,0.995,0.81044,0.78649,0.42022,1.05514,0.0067825,0.0067825,0.0067825
327,8578.59,0.71661,0.52541,0.97701,1,0.99453,0.995,0.80081,0.7645,0.3616,1.02854,0.0067726,0.0067726,0.0067726
328,8586.4,0.69297,0.48475,0.96386,1,0.90881,0.9875,0.82043,0.8148,0.46037,1.11112,0.0067627,0.0067627,0.0067627
329,8594.18,0.69889,0.50018,0.97109,1,0.90375,0.97571,0.82817,0.7468,0.55571,1.05001,0.0067528,0.0067528,0.0067528
330,8602.01,0.71184,0.51732,0.9708,1,0.90389,0.94308,0.81936,0.74033,0.58129,1.03036,0.0067429,0.0067429,0.0067429
331,8610.04,0.71088,0.50345,0.97872,0.99719,0.90909,0.98115,0.81204,0.7738,0.53083,1.03493,0.006733,0.006733,0.006733
332,8617.84,0.71512,0.49917,0.97601,0.99495,0.90909,0.98115,0.82352,0.85203,0.51669,1.10653,0.0067231,0.0067231,0.0067231
333,8625.62,0.69667,0.49902,0.97041,0.99833,0.90909,0.938,0.78602,0.72909,0.50509,1.10916,0.0067132,0.0067132,0.0067132
334,8633.42,0.70607,0.49631,0.97133,0.99542,0.90909,0.96324,0.80469,0.64161,0.44028,1.00413,0.0067033,0.0067033,0.0067033
335,8641.22,0.71077,0.4991,0.97793,0.99662,0.90909,0.92178,0.6936,0.9367,0.65932,1.17764,0.0066934,0.0066934,0.0066934
336,8649.06,0.72266,0.50494,0.99684,0.99878,0.90909,0.90971,0.74861,0.85448,0.48276,1.15053,0.0066835,0.0066835,0.0066835
337,8656.84,0.69201,0.49247,0.96657,1,0.90527,0.97571,0.75322,0.87293,0.52389,1.14462,0.0066736,0.0066736,0.0066736
338,8664.62,0.69912,0.49362,0.97114,0.99478,0.90909,0.9875,0.77991,0.84533,0.44112,1.09829,0.0066637,0.0066637,0.0066637
339,8672.36,0.701,0.50841,0.9648,1,0.99528,0.995,0.82102,0.77446,0.35145,1.0775,0.0066538,0.0066538,0.0066538
340,8680.22,0.68949,0.48654,0.95518,1,0.99439,0.995,0.7944,0.79507,0.37099,1.12329,0.0066439,0.0066439,0.0066439
341,8687.98,0.67202,0.48267,0.96193,0.99416,0.90909,0.97571,0.77676,0.81111,0.3979,1.1086,0.006634,0.006634,0.006634
342,8695.76,0.70897,0.50735,0.97209,0.99485,0.90909,0.92404,0.78022,0.864,0.46601,1.20619,0.0066241,0.0066241,0.0066241
343,8703.53,0.68173,0.49738,0.95678,1,0.90377,0.91738,0.78126,0.82044,0.55945,1.26055,0.0066142,0.0066142,0.0066142
344,8711.32,0.68144,0.50245,0.97488,1,0.9063,0.91625,0.78268,0.83167,0.55492,1.23825,0.0066043,0.0066043,0.0066043
345,8719.1,0.69919,0.48933,0.96527,0.99631,0.90909,0.98115,0.71339,0.85546,0.48181,1.24672,0.0065944,0.0065944,0.0065944
346,8726.89,0.67707,0.48549,0.96368,1,0.99451,0.995,0.77472,0.7977,0.37128,1.19009,0.0065845,0.0065845,0.0065845
347,8734.66,0.67592,0.48249,0.95543,0.9978,1,0.995,0.79102,0.84614,0.3594,1.20507,0.0065746,0.0065746,0.0065746
348,8742.43,0.64189,0.46508,0.93386,0.98957,0.90909,0.92975,0.75067,0.91965,0.39747,1.2395,0.0065647,0.0065647,0.0065647
349,8750.22,0.66944,0.47281,0.95996,0.9776,0.90909,0.98115,0.80954,0.76941,0.4331,1.12653,0.0065548,0.0065548,0.0065548
350,8757.98,0.71025,0.5078,0.96733,0.99562,1,0.995,0.79829,0.71954,0.38484,1.05741,0.0065449,0.0065449,0.0065449
351,8765.78,0.67934,0.47492,0.95382,1,0.99413,0.995,0.83194,0.76793,0.42293,1.06237,0.006535,0.006535,0.006535
352,8773.55,0.69307,0.49388,0.96367,0.99399,0.90909,0.9446,0.76936,0.87985,0.54607,1.13355,0.0065251,0.0065251,0.0065251
353,8781.46,0.69384,0.49606,0.96905,0.99386,0.90909,0.92047,0.78437,0.87812,0.4412,1.22609,0.0065152,0.0065152,0.0065152
354,8789.23,0.68303,0.48941,0.9618,0.99194,0.90909,0.93594,0.81503,0.84124,0.37561,1.26575,0.0065053,0.0065053,0.0065053
355,8796.96,0.70352,0.49366,0.96636,0.98381,0.90909,0.92975,0.82994,0.8297,0.37106,1.23364,0.0064954,0.0064954,0.0064954
356,8804.74,0.65046,0.47573,0.95021,0.98651,0.90909,0.92857,0.82534,0.77226,0.41793,1.15017,0.0064855,0.0064855,0.0064855
357,8812.53,0.70559,0.48704,0.97203,0.91599,0.99183,0.9875,0.85499,0.63945,0.38021,0.99711,0.0064756,0.0064756,0.0064756
358,8820.35,0.66645,0.48518,0.9587,1,0.99644,0.995,0.85582,0.66393,0.32512,1.02786,0.0064657,0.0064657,0.0064657
359,8828.21,0.70332,0.4994,0.96769,0.9985,1,0.995,0.81829,0.7553,0.35481,1.11675,0.0064558,0.0064558,0.0064558
360,8836.2,0.71295,0.48986,0.95927,1,0.9893,0.995,0.83232,0.75106,0.35522,1.09308,0.0064459,0.0064459,0.0064459
361,8844.01,0.66925,0.47306,0.96556,0.91084,1,0.9875,0.83368,0.6419,0.39117,0.99689,0.006436,0.006436,0.006436
362,8851.76,0.70343,0.49708,0.98383,0.99576,0.90909,0.9875,0.80063,0.71636,0.40434,1.07666,0.0064261,0.0064261,0.0064261
363,8859.52,0.69659,0.47131,0.97613,0.99607,1,0.995,0.81249,0.76278,0.34661,1.14699,0.0064162,0.0064162,0.0064162
364,8867.29,0.68474,0.50272,0.96611,0.99718,1,0.995,0.83283,0.68974,0.34353,1.08933,0.0064063,0.0064063,0.0064063
365,8875.08,0.67252,0.48752,0.95023,0.9958,1,0.995,0.8401,0.74958,0.32909,1.09956,0.0063964,0.0063964,0.0063964
366,8882.85,0.68291,0.47693,0.95808,0.985,0.90909,0.914,0.77875,0.81196,0.3368,1.14815,0.0063865,0.0063865,0.0063865
367,8890.65,0.68698,0.49059,0.96791,0.97644,0.90909,0.92652,0.79469,0.80624,0.3387,1.16939,0.0063766,0.0063766,0.0063766
368,8898.47,0.65443,0.46562,0.95577,0.98552,0.90909,0.9248,0.78874,0.74203,0.35393,1.09216,0.0063667,0.0063667,0.0063667
369,8906.36,0.69655,0.48493,0.96748,0.99778,1,0.995,0.78344,0.76613,0.38786,1.0549,0.0063568,0.0063568,0.0063568
370,8914.31,0.68388,0.48223,0.96933,0.97891,1,0.995,0.75351,0.86679,0.37863,1.18501,0.0063469,0.0063469,0.0063469
371,8922.16,0.68936,0.49734,0.96284,0.91198,1,0.98,0.74647,0.97351,0.47322,1.23485,0.006337,0.006337,0.006337
372,8929.96,0.65266,0.46452,0.94765,0.96863,0.90909,0.91914,0.73968,1.02291,0.43341,1.31934,0.0063271,0.0063271,0.0063271
373,8937.71,0.67197,0.48318,0.95532,1,0.90445,0.92404,0.78172,0.88567,0.39771,1.20262,0.0063172,0.0063172,0.0063172
374,8945.53,0.68412,0.50301,0.96543,0.99181,0.81818,0.91932,0.78493,0.76512,0.4283,1.09768,0.0063073,0.0063073,0.0063073
375,8953.32,0.66961,0.46955,0.95048,0.90834,0.90159,0.97297,0.82893,0.6708,0.41521,1.02545,0.0062974,0.0062974,0.0062974
376,8961.15,0.68406,0.4819,0.97211,0.9164,0.99676,0.98,0.81951,0.6887,0.43381,1.04422,0.0062875,0.0062875,0.0062875
