epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,90.2007,1.54021,1.55309,1.46776,0.83779,0.63636,0.79189,0.49687,1.39771,1.61605,1.6219,0.0099208,0.0099208,0.0099208
14,97.0425,1.44489,1.45606,1.3963,0.71124,1,0.81071,0.48288,1.33218,1.34804,1.58837,0.0099142,0.0099142,0.0099142
15,104.226,1.46941,1.40894,1.37365,0.83997,0.95613,0.93206,0.54823,1.42489,1.15129,1.61502,0.0099076,0.0099076,0.0099076
16,113.337,1.48384,1.35454,1.39241,0.87075,0.61474,0.70332,0.36306,1.7928,1.79052,1.94593,0.009901,0.009901,0.009901
17,120.427,1.4616,1.40483,1.37614,0.77948,0.72727,0.75141,0.38167,1.62049,1.31491,1.98485,0.0098944,0.0098944,0.0098944
18,127.415,1.4512,1.34075,1.38927,0.89845,0.81818,0.88133,0.52402,1.25033,1.25261,1.56053,0.0098878,0.0098878,0.0098878
19,134.933,1.41421,1.34902,1.34236,0.85669,0.72727,0.86036,0.62493,1.13543,1.34634,1.41939,0.0098812,0.0098812,0.0098812
20,141.998,1.38112,1.29203,1.34157,0.71644,0.72727,0.7237,0.5052,1.54035,1.4584,1.78293,0.0098746,0.0098746,0.0098746
21,149.284,1.39707,1.30209,1.36371,0.75884,0.90909,0.86125,0.56676,1.35722,1.10129,1.81373,0.009868,0.009868,0.009868
22,156.311,1.42699,1.31897,1.38068,1,0.6273,0.77401,0.54127,1.34402,1.30641,1.57465,0.0098614,0.0098614,0.0098614
23,165.769,1.39437,1.3229,1.36434,0.72986,0.81818,0.7998,0.49149,1.51894,1.63099,1.66846,0.0098548,0.0098548,0.0098548
24,175.239,1.39083,1.26167,1.32411,0.8963,0.90909,0.96282,0.60213,1.2947,0.96128,1.49122,0.0098482,0.0098482,0.0098482
25,185.37,1.33256,1.18445,1.31544,0.93466,0.63636,0.80684,0.50786,1.31285,1.368,1.44791,0.0098416,0.0098416,0.0098416
26,194.266,1.36395,1.2316,1.3295,0.77965,1,0.94006,0.63678,1.27219,0.88283,1.63038,0.009835,0.009835,0.009835
27,202.938,1.32731,1.19073,1.31094,0.80872,0.81818,0.83425,0.59527,1.3153,1.0847,1.61761,0.0098284,0.0098284,0.0098284
28,212.145,1.38494,1.18509,1.34143,0.89483,0.81818,0.93324,0.61906,1.14532,1.0237,1.39387,0.0098218,0.0098218,0.0098218
29,221.012,1.31826,1.12939,1.29404,0.87584,0.72727,0.77248,0.4493,1.49129,1.56228,1.71234,0.0098152,0.0098152,0.0098152
30,228.998,1.34529,1.13482,1.32362,0.78279,1,0.95171,0.54198,1.46044,0.82531,1.72783,0.0098086,0.0098086,0.0098086
31,235.997,1.34203,1.19237,1.30799,0.75179,0.5513,0.64446,0.37327,1.83277,1.43385,2.1631,0.009802,0.009802,0.009802
32,243.575,1.2911,1.13729,1.3012,0.75634,0.90909,0.87439,0.61596,1.15986,0.87904,1.37714,0.0097954,0.0097954,0.0097954
33,251.343,1.31022,1.10649,1.29084,1,0.99194,0.995,0.51569,1.37007,1.06815,1.56599,0.0097888,0.0097888,0.0097888
34,258.991,1.34035,1.13445,1.32582,0.90535,0.87173,0.91035,0.67002,1.03436,1.0462,1.38913,0.0097822,0.0097822,0.0097822
35,266.475,1.33482,1.13724,1.31404,0.90313,0.84951,0.89805,0.66242,1.167,0.87473,1.55154,0.0097756,0.0097756,0.0097756
36,274.909,1.30166,1.10756,1.31261,0.84312,0.81818,0.93387,0.59347,1.14378,1.19036,1.42973,0.009769,0.009769,0.009769
37,281.574,1.31307,1.11194,1.30607,0.91622,0.81818,0.88088,0.57052,1.18625,1.0813,1.40657,0.0097624,0.0097624,0.0097624
38,289.388,1.2771,1.07797,1.28123,0.98319,0.81818,0.92923,0.68482,1.02614,0.9557,1.27241,0.0097558,0.0097558,0.0097558
39,297.534,1.26091,1.0738,1.2721,0.97276,0.90909,0.9875,0.69313,1.0465,0.88288,1.28092,0.0097492,0.0097492,0.0097492
40,306.379,1.25539,1.02755,1.27137,0.98066,0.90909,0.93694,0.65115,1.20656,0.7827,1.42807,0.0097426,0.0097426,0.0097426
41,314.787,1.2489,1.08138,1.27826,1,0.94992,0.995,0.69407,1.14142,0.78073,1.33014,0.009736,0.009736,0.009736
42,322.53,1.24077,1.05698,1.23565,0.99753,0.90909,0.91665,0.75375,0.87518,0.86787,1.19371,0.0097294,0.0097294,0.0097294
43,329.91,1.23533,1.03849,1.25709,0.98933,0.81818,0.89176,0.69646,0.9344,0.85823,1.30457,0.0097228,0.0097228,0.0097228
44,339.24,1.22404,1.03148,1.2502,0.83603,0.92822,0.98115,0.73421,0.97192,0.74651,1.23031,0.0097162,0.0097162,0.0097162
45,346.838,1.22855,1.03062,1.26006,0.77549,1,0.88571,0.56188,0.98553,1.16618,1.31975,0.0097096,0.0097096,0.0097096
46,353.52,1.19634,0.97466,1.232,1,0.90036,0.938,0.69421,1.03501,0.86903,1.3307,0.009703,0.009703,0.009703
47,361.719,1.22436,0.97375,1.23265,1,0.98399,0.995,0.70652,0.85555,0.73084,1.15702,0.0096964,0.0096964,0.0096964
48,369.866,1.24011,1.02391,1.25413,0.99254,1,0.995,0.74549,0.97299,0.61546,1.24758,0.0096898,0.0096898,0.0096898
49,378.569,1.20827,0.97353,1.21627,0.89702,1,0.9875,0.76718,0.88222,0.66896,1.19846,0.0096832,0.0096832,0.0096832
50,387.189,1.2236,1.01164,1.23143,0.90804,0.89857,0.88515,0.6596,1.01566,0.86129,1.34023,0.0096766,0.0096766,0.0096766
51,397.573,1.17387,0.94582,1.22564,0.90739,0.89206,0.95935,0.67132,0.81951,0.71278,1.1738,0.00967,0.00967,0.00967
52,407.09,1.23102,0.9668,1.23115,1,0.70759,0.84263,0.57076,1.19535,1.34622,1.6349,0.0096634,0.0096634,0.0096634
53,415.034,1.21837,0.93268,1.23667,0.89503,0.81818,0.81581,0.60329,1.11556,0.82832,1.39154,0.0096568,0.0096568,0.0096568
54,423.926,1.23442,0.98232,1.22567,0.89252,0.81818,0.87875,0.6413,1.06007,0.70833,1.41119,0.0096502,0.0096502,0.0096502
55,433.024,1.22452,0.96885,1.24243,0.76729,0.89991,0.87494,0.72333,0.99636,0.66776,1.27744,0.0096436,0.0096436,0.0096436
56,442.29,1.21784,0.95956,1.23017,0.82213,0.8419,0.9,0.66697,1.02215,0.8606,1.25505,0.009637,0.009637,0.009637
57,451.435,1.20839,0.94643,1.1993,1,0.9849,0.995,0.74528,0.89961,0.63221,1.33827,0.0096304,0.0096304,0.0096304
58,460.673,1.18893,0.9417,1.21302,0.89728,0.90909,0.95935,0.77286,0.82224,0.58992,1.13419,0.0096238,0.0096238,0.0096238
59,470.183,1.19541,0.94205,1.23268,0.90168,0.83501,0.96753,0.67781,0.93541,0.83368,1.22639,0.0096172,0.0096172,0.0096172
60,479.233,1.16358,0.92301,1.2174,0.98564,1,0.995,0.74186,0.91634,0.61108,1.20334,0.0096106,0.0096106,0.0096106
61,487.14,1.12901,0.89418,1.18555,0.99047,0.90909,0.95711,0.6363,0.96296,0.72616,1.33138,0.009604,0.009604,0.009604
62,494.21,1.1783,0.88426,1.22655,0.84425,0.98647,0.97297,0.73337,0.91267,0.76415,1.15528,0.0095974,0.0095974,0.0095974
63,501.048,1.17099,0.95563,1.20498,0.9868,0.81818,0.89505,0.55247,1.23542,0.85756,1.60204,0.0095908,0.0095908,0.0095908
64,507.868,1.13333,0.88236,1.19388,0.90412,0.90909,0.88526,0.68386,1.09171,0.6831,1.4149,0.0095842,0.0095842,0.0095842
65,514.563,1.14505,0.90146,1.18467,0.74661,0.90909,0.82195,0.63201,1.15314,0.66801,1.47103,0.0095776,0.0095776,0.0095776
66,521.25,1.11171,0.87643,1.18248,0.82422,1,0.89462,0.57824,1.26821,0.99399,1.54773,0.009571,0.009571,0.009571
67,527.954,1.15507,0.92208,1.20396,0.91582,0.98982,0.98,0.71276,1.0857,0.65673,1.31657,0.0095644,0.0095644,0.0095644
68,534.602,1.14108,0.885,1.19619,0.90727,1,0.98,0.74624,0.94994,0.64324,1.16793,0.0095578,0.0095578,0.0095578
69,541.566,1.10231,0.884,1.17535,0.75112,0.90909,0.86362,0.68001,1.26011,0.68464,1.77703,0.0095512,0.0095512,0.0095512
70,548.897,1.14239,0.89607,1.18755,0.97635,0.81818,0.9102,0.72966,0.9149,0.58699,1.27809,0.0095446,0.0095446,0.0095446
71,556.592,1.13804,0.90086,1.17767,0.94628,1,0.995,0.69301,0.97949,0.72732,1.33986,0.009538,0.009538,0.009538
72,564.356,1.10609,0.87407,1.1678,0.99693,0.90909,0.98115,0.66038,1.26938,0.6658,1.64854,0.0095314,0.0095314,0.0095314
73,571.594,1.12792,0.87121,1.1898,0.99747,0.90909,0.97571,0.74358,0.98177,0.5819,1.25977,0.0095248,0.0095248,0.0095248
74,580.634,1.10856,0.86354,1.18957,0.99271,0.90909,0.923,0.69487,1.01006,0.66423,1.34743,0.0095182,0.0095182,0.0095182
75,588.383,1.10941,0.86192,1.17196,0.99322,0.90909,0.91769,0.68898,1.05402,0.59857,1.40744,0.0095116,0.0095116,0.0095116
76,596.214,1.15506,0.89854,1.19807,0.9806,0.90909,0.938,0.69762,1.13767,0.64662,1.40826,0.009505,0.009505,0.009505
77,603.424,1.09979,0.85016,1.17548,0.99335,1,0.995,0.75336,1.03049,0.53295,1.30815,0.0094984,0.0094984,0.0094984
78,610.806,1.1031,0.85691,1.17301,1,0.9982,0.995,0.75153,0.94495,0.61938,1.17908,0.0094918,0.0094918,0.0094918
79,618.858,1.09415,0.85614,1.16543,0.90235,0.90909,0.90172,0.69044,1.10816,0.67343,1.5311,0.0094852,0.0094852,0.0094852
80,627.515,1.12364,0.87163,1.18117,0.84401,0.98479,0.96479,0.67656,1.1226,0.63829,1.52262,0.0094786,0.0094786,0.0094786
81,636.095,1.06434,0.8327,1.14471,0.99149,0.81818,0.90075,0.67318,1.15334,0.68485,1.44499,0.009472,0.009472,0.009472
82,644.284,1.09063,0.8339,1.14568,0.8932,1,0.9875,0.66032,1.28372,0.7396,1.5372,0.0094654,0.0094654,0.0094654
83,652.745,1.07913,0.82994,1.15961,0.90421,0.90909,0.94182,0.74798,0.92812,0.58949,1.3149,0.0094588,0.0094588,0.0094588
84,660.814,1.06651,0.83904,1.16317,0.99793,0.81818,0.93125,0.65249,1.14344,0.65862,1.56022,0.0094522,0.0094522,0.0094522
85,668.67,1.10831,0.82985,1.16557,0.97557,0.90909,0.96687,0.72035,0.78392,0.68965,1.15045,0.0094456,0.0094456,0.0094456
86,677.419,1.07399,0.81471,1.15013,0.90727,1,0.95,0.54833,1.23869,0.66224,1.48201,0.009439,0.009439,0.009439
87,685.735,1.02073,0.80672,1.14452,0.98444,0.90909,0.97571,0.80612,0.69253,0.54813,1.07652,0.0094324,0.0094324,0.0094324
88,694.351,1.04611,0.78815,1.14541,0.99423,0.90909,0.91104,0.73043,0.95558,0.55204,1.29622,0.0094258,0.0094258,0.0094258
89,703.311,1.06317,0.81146,1.14004,1,0.90349,0.916,0.73102,0.91903,0.64744,1.26571,0.0094192,0.0094192,0.0094192
90,712.904,1.06675,0.80501,1.15323,1,0.89413,0.92268,0.73696,1.04553,0.70472,1.32199,0.0094126,0.0094126,0.0094126
91,722.853,1.0614,0.82961,1.14969,0.99277,0.90909,0.91,0.73843,0.83961,0.64402,1.17718,0.009406,0.009406,0.009406
92,732.367,1.08805,0.81454,1.16568,0.99631,0.90909,0.91368,0.77892,0.7828,0.54343,1.14988,0.0093994,0.0093994,0.0093994
93,739.822,1.01718,0.79239,1.10653,0.9708,0.90909,0.91104,0.74993,0.8457,0.6695,1.15971,0.0093928,0.0093928,0.0093928
94,746.979,1.02911,0.80633,1.11978,0.98984,0.90909,0.92441,0.77046,0.9053,0.68263,1.17976,0.0093862,0.0093862,0.0093862
95,753.966,1.03891,0.79216,1.12191,0.97146,0.90909,0.971,0.82558,0.73553,0.55991,1.06127,0.0093796,0.0093796,0.0093796
96,762.04,1.03452,0.80022,1.1339,0.90525,0.90909,0.98115,0.83397,0.75019,0.61773,1.17245,0.009373,0.009373,0.009373
97,769.167,1.00867,0.76509,1.12999,0.79352,0.90909,0.93311,0.75039,0.90471,0.67902,1.14851,0.0093664,0.0093664,0.0093664
98,775.895,1.02587,0.76031,1.12023,0.88262,0.81818,0.93223,0.81756,0.65119,0.54565,1.01719,0.0093598,0.0093598,0.0093598
99,782.609,1.04622,0.79247,1.12093,0.89085,0.90909,0.91045,0.76687,0.85752,0.58693,1.23159,0.0093532,0.0093532,0.0093532
100,789.292,1.03439,0.75973,1.11722,1,0.90644,0.95,0.80322,0.75596,0.55713,1.13809,0.0093466,0.0093466,0.0093466
101,796.149,1.01115,0.75314,1.111,0.99309,0.90909,0.91286,0.74997,0.81008,0.49676,1.14432,0.00934,0.00934,0.00934
102,803.691,1.00801,0.74598,1.11904,1,0.89906,0.98115,0.75241,0.84768,0.57166,1.13562,0.0093334,0.0093334,0.0093334
103,811.23,1.00071,0.78017,1.1224,0.90728,0.89099,0.93168,0.75641,0.75497,0.64321,1.08809,0.0093268,0.0093268,0.0093268
104,818.976,1.02633,0.7639,1.11861,0.90046,0.90909,0.87527,0.74081,0.81528,0.73943,1.10664,0.0093202,0.0093202,0.0093202
105,826.866,1.03137,0.78004,1.12062,1,0.90445,0.92097,0.80638,0.70337,0.63309,1.08169,0.0093136,0.0093136,0.0093136
106,834.866,1.01723,0.77692,1.11462,1,0.9913,0.995,0.79215,0.85613,0.51986,1.18316,0.009307,0.009307,0.009307
107,844.097,1.00718,0.7627,1.12485,0.97802,0.90909,0.96324,0.79537,0.7817,0.43409,1.12363,0.0093004,0.0093004,0.0093004
108,852.549,1.01406,0.75053,1.1219,0.99396,0.90909,0.93038,0.81288,0.71608,0.612,1.03042,0.0092938,0.0092938,0.0092938
109,860.303,1.03686,0.72945,1.12992,0.97666,0.90909,0.91207,0.74119,0.90839,0.9316,1.21178,0.0092872,0.0092872,0.0092872
110,867.457,1.00143,0.73472,1.10676,0.97557,0.90909,0.92047,0.71065,0.89986,0.68273,1.15449,0.0092806,0.0092806,0.0092806
111,874.714,0.98763,0.73581,1.11666,0.99486,0.90909,0.91471,0.74684,0.94019,0.74812,1.24412,0.009274,0.009274,0.009274
112,882.206,1.02135,0.76111,1.11864,0.91546,0.98556,0.9875,0.82893,0.72655,0.63563,1.07929,0.0092674,0.0092674,0.0092674
113,889.607,1.02591,0.78358,1.15146,0.98856,0.90909,0.96687,0.80559,0.72997,0.54264,1.0488,0.0092608,0.0092608,0.0092608
114,896.779,0.98698,0.74666,1.11706,0.99083,0.90909,0.96324,0.78031,0.85672,0.53105,1.15123,0.0092542,0.0092542,0.0092542
115,904.537,1.02414,0.77651,1.1432,0.99533,0.90909,0.93329,0.78565,0.81345,0.46529,1.13656,0.0092476,0.0092476,0.0092476
116,912.028,0.99966,0.7305,1.12512,1,0.99575,0.995,0.80217,0.79471,0.4262,1.07679,0.009241,0.009241,0.009241
117,919.821,0.98167,0.72502,1.11746,0.90857,1,0.9875,0.86931,0.71845,0.50807,1.05465,0.0092344,0.0092344,0.0092344
118,928.518,0.99707,0.73474,1.11133,0.9141,1,0.9875,0.85802,0.73744,0.48232,1.0189,0.0092278,0.0092278,0.0092278
119,937.296,0.98606,0.74797,1.10423,1,0.99143,0.995,0.80863,0.67757,0.5292,1.08562,0.0092212,0.0092212,0.0092212
120,946.727,0.98971,0.7271,1.1059,1,0.99424,0.995,0.79861,0.76722,0.50458,1.19093,0.0092146,0.0092146,0.0092146
121,955.298,0.96576,0.74982,1.10406,0.90652,0.90909,0.94182,0.73763,0.83958,0.63275,1.24458,0.009208,0.009208,0.009208
122,964.5,0.96872,0.73677,1.08528,0.89761,0.90909,0.96753,0.78912,0.79392,0.5515,1.22739,0.0092014,0.0092014,0.0092014
123,971.919,0.98181,0.70615,1.09249,0.99578,0.90909,0.9875,0.78136,0.7977,0.56352,1.19932,0.0091948,0.0091948,0.0091948
124,979.016,0.97456,0.72636,1.09095,0.99663,0.90909,0.92857,0.74664,0.93378,0.57509,1.20056,0.0091882,0.0091882,0.0091882
125,986.244,0.9917,0.73341,1.12332,0.99424,1,0.995,0.85577,0.65274,0.4644,0.99087,0.0091816,0.0091816,0.0091816
126,993.602,0.94022,0.70066,1.077,0.91367,1,0.9875,0.78831,0.74489,0.47761,1.02554,0.009175,0.009175,0.009175
127,1000.91,0.98272,0.71549,1.10157,0.99662,1,0.995,0.7822,0.77038,0.44711,1.0723,0.0091684,0.0091684,0.0091684
128,1008.23,1.00667,0.75674,1.1283,1,0.99465,0.995,0.83339,0.71311,0.46623,1.07201,0.0091618,0.0091618,0.0091618
129,1015.52,0.98423,0.75959,1.1199,1,0.99365,0.995,0.81656,0.71056,0.46512,1.03314,0.0091552,0.0091552,0.0091552
130,1022.47,0.95946,0.69593,1.09954,0.99405,0.90909,0.91553,0.78805,0.75968,0.63235,1.10175,0.0091486,0.0091486,0.0091486
131,1029.72,0.94243,0.70814,1.10069,0.99283,0.90909,0.91135,0.711,0.80065,0.648,1.13915,0.009142,0.009142,0.009142
132,1038.37,0.93408,0.69332,1.07763,0.99227,0.90909,0.96,0.77538,0.73325,0.5062,1.06984,0.0091354,0.0091354,0.0091354
133,1046.7,0.97159,0.73263,1.09051,0.99215,0.90909,0.91753,0.76713,0.83312,0.55873,1.17954,0.0091288,0.0091288,0.0091288
134,1054.71,0.9794,0.71657,1.10061,0.98409,0.90909,0.9248,0.71603,0.92793,0.66815,1.16678,0.0091222,0.0091222,0.0091222
135,1062.49,0.94592,0.69081,1.08277,0.99418,0.90909,0.92802,0.73458,0.88823,0.64267,1.1588,0.0091156,0.0091156,0.0091156
136,1069.66,0.9021,0.6857,1.06163,0.99377,0.90909,0.9875,0.80515,0.72021,0.49342,1.02283,0.009109,0.009109,0.009109
137,1076.23,0.926,0.68871,1.08602,0.99617,0.90909,0.9125,0.74093,0.76018,0.66178,1.16023,0.0091024,0.0091024,0.0091024
138,1082.8,0.93898,0.68528,1.07537,0.99662,0.90909,0.95,0.81046,0.75121,0.49649,1.07177,0.0090958,0.0090958,0.0090958
139,1089.34,0.9384,0.71774,1.08114,0.99388,0.90909,0.9875,0.83358,0.68389,0.4953,0.97626,0.0090892,0.0090892,0.0090892
140,1095.96,0.93784,0.68297,1.08412,0.91367,1,0.9875,0.74402,0.86124,0.53499,1.13681,0.0090826,0.0090826,0.0090826
141,1102.55,0.9437,0.71166,1.09163,0.99505,0.90909,0.9875,0.80098,0.77253,0.51624,1.07531,0.009076,0.009076,0.009076
142,1109.11,0.93449,0.68158,1.08602,0.99101,0.90909,0.94036,0.77624,0.88212,0.57912,1.14953,0.0090694,0.0090694,0.0090694
143,1115.64,0.9307,0.70336,1.08833,0.98636,0.90909,0.91956,0.74763,0.85141,0.57034,1.07626,0.0090628,0.0090628,0.0090628
144,1122.29,0.93423,0.68,1.0905,0.98985,0.90909,0.96687,0.78224,0.73896,0.57264,1.00403,0.0090562,0.0090562,0.0090562
145,1128.8,0.89413,0.65172,1.08293,0.99048,0.90909,0.935,0.80297,0.78065,0.57415,1.06368,0.0090496,0.0090496,0.0090496
146,1135.35,0.95271,0.69397,1.09242,0.98694,0.90909,0.91197,0.82752,0.70271,0.49691,1.12927,0.009043,0.009043,0.009043
147,1141.94,0.96603,0.69135,1.09158,0.99502,0.90909,0.98115,0.73098,1.00851,0.5782,1.32388,0.0090364,0.0090364,0.0090364
148,1148.54,0.9467,0.68657,1.07169,1,0.90546,0.96,0.76311,0.82426,0.47092,1.14849,0.0090298,0.0090298,0.0090298
149,1155.12,0.90758,0.63973,1.05498,0.99432,0.90909,0.92404,0.76528,0.69451,0.51698,1.01414,0.0090232,0.0090232,0.0090232
150,1161.75,0.93364,0.67137,1.08852,0.99008,0.90909,0.91027,0.76939,0.84485,0.72266,1.09027,0.0090166,0.0090166,0.0090166
151,1168.34,0.91128,0.66134,1.0671,0.99434,0.90909,0.91127,0.7586,0.75158,0.73499,1.07168,0.00901,0.00901,0.00901
152,1174.9,0.92854,0.70356,1.08667,0.99398,0.90909,0.98115,0.77292,0.71234,0.45691,1.02078,0.0090034,0.0090034,0.0090034
153,1181.52,0.92134,0.67222,1.08222,0.99543,0.90909,0.98115,0.79106,0.8145,0.49515,1.09832,0.0089968,0.0089968,0.0089968
154,1188.13,0.92302,0.65094,1.08009,0.99379,1,0.995,0.70831,0.97437,0.46516,1.26941,0.0089902,0.0089902,0.0089902
155,1194.69,0.9297,0.66494,1.07832,0.99313,0.90909,0.91651,0.74396,0.90086,0.60367,1.17901,0.0089836,0.0089836,0.0089836
156,1201.23,0.93245,0.66744,1.07213,0.90484,0.8666,0.96753,0.7735,0.74788,0.53978,1.09183,0.008977,0.008977,0.008977
157,1207.8,0.92824,0.67519,1.07619,0.91649,0.99785,0.9875,0.82455,0.65959,0.45039,1.04221,0.0089704,0.0089704,0.0089704
158,1214.36,0.90638,0.66796,1.07825,1,0.99293,0.995,0.82124,0.72401,0.42256,1.05262,0.0089638,0.0089638,0.0089638
159,1220.97,0.91154,0.65608,1.06033,0.96459,0.90909,0.91169,0.78046,0.7539,0.39273,1.15284,0.0089572,0.0089572,0.0089572
160,1227.57,0.91774,0.66352,1.08449,0.99299,0.90909,0.95214,0.79342,0.77314,0.53788,1.08685,0.0089506,0.0089506,0.0089506
161,1234.15,0.90168,0.65474,1.076,0.99325,1,0.995,0.87621,0.60624,0.38912,0.98418,0.008944,0.008944,0.008944
162,1240.75,0.8596,0.63586,1.04488,0.99022,1,0.995,0.82962,0.60049,0.43158,1.04116,0.0089374,0.0089374,0.0089374
163,1247.32,0.90694,0.66686,1.06771,0.99419,1,0.995,0.74618,0.91833,0.51477,1.23455,0.0089308,0.0089308,0.0089308
164,1254.05,0.9132,0.67299,1.08419,0.91563,0.98754,0.9875,0.71915,0.89121,0.50696,1.16766,0.0089242,0.0089242,0.0089242
165,1260.6,0.88429,0.641,1.05385,1,0.99381,0.995,0.80222,0.76766,0.49697,1.06308,0.0089176,0.0089176,0.0089176
166,1267.18,0.87976,0.64764,1.04267,0.99555,0.90909,0.94804,0.68538,0.89755,0.53041,1.19057,0.008911,0.008911,0.008911
167,1273.77,0.90049,0.65454,1.06239,0.9935,0.90909,0.92,0.76107,0.87683,0.5634,1.16602,0.0089044,0.0089044,0.0089044
168,1280.38,0.89156,0.64327,1.06307,0.99059,1,0.995,0.79289,0.83999,0.43917,1.18379,0.0088978,0.0088978,0.0088978
169,1286.96,0.91348,0.69356,1.07908,0.91627,0.99519,0.98,0.81667,0.69878,0.45153,1.10143,0.0088912,0.0088912,0.0088912
170,1293.53,0.88179,0.64435,1.06281,0.90202,0.90909,0.93807,0.79926,0.75422,0.56609,1.04945,0.0088846,0.0088846,0.0088846
171,1300.11,0.91984,0.65388,1.0789,1,0.901,0.96,0.78445,0.81148,0.60845,1.13747,0.008878,0.008878,0.008878
172,1306.7,0.89047,0.64552,1.07019,0.98946,0.90909,0.91127,0.79354,0.79166,0.67551,1.15719,0.0088714,0.0088714,0.0088714
173,1313.31,0.89933,0.64868,1.05025,1,0.99785,0.995,0.81146,0.7585,0.43058,1.12161,0.0088648,0.0088648,0.0088648
174,1320.03,0.90895,0.66011,1.07333,0.91242,1,0.9875,0.83002,0.74674,0.44983,1.11166,0.0088582,0.0088582,0.0088582
175,1326.63,0.9138,0.64153,1.06962,0.99312,1,0.995,0.81135,0.7084,0.40084,1.0462,0.0088516,0.0088516,0.0088516
176,1333.14,0.88663,0.6344,1.06198,0.91206,0.94466,0.98,0.80602,0.77228,0.49875,1.1187,0.008845,0.008845,0.008845
177,1339.76,0.87521,0.63565,1.04356,1,0.90283,0.97571,0.79962,0.77036,0.55042,1.08199,0.0088384,0.0088384,0.0088384
178,1346.31,0.86434,0.6533,1.03552,1,0.89321,0.95214,0.79145,0.76835,0.69255,1.09314,0.0088318,0.0088318,0.0088318
179,1352.9,0.83989,0.61405,1.02885,1,0.9861,0.995,0.82771,0.76973,0.41187,1.06437,0.0088252,0.0088252,0.0088252
180,1359.49,0.8894,0.63009,1.05178,0.91664,0.99967,0.9875,0.81092,0.78009,0.45315,1.10533,0.0088186,0.0088186,0.0088186
181,1366.08,0.90352,0.63939,1.06648,0.8761,0.90909,0.95505,0.72989,0.94049,0.6032,1.16351,0.008812,0.008812,0.008812
182,1372.65,0.91122,0.66445,1.06824,1,0.9927,0.995,0.79772,0.71647,0.50072,0.9956,0.0088054,0.0088054,0.0088054
183,1379.29,0.88439,0.61968,1.05107,1,0.99654,0.995,0.77473,0.85242,0.45009,1.12412,0.0087988,0.0087988,0.0087988
184,1385.88,0.92359,0.64537,1.06379,0.99355,0.90909,0.94804,0.73947,0.9118,0.54525,1.21577,0.0087922,0.0087922,0.0087922
185,1392.62,0.87098,0.62585,1.05131,0.91243,1,0.9875,0.76588,0.95012,0.49048,1.19818,0.0087856,0.0087856,0.0087856
186,1399.22,0.87535,0.62174,1.04512,0.99287,1,0.995,0.79146,0.82013,0.48131,1.1445,0.008779,0.008779,0.008779
187,1405.74,0.89415,0.64721,1.04304,1,0.99736,0.995,0.77671,0.71084,0.45796,1.03856,0.0087724,0.0087724,0.0087724
188,1412.25,0.8854,0.65352,1.03981,0.9837,0.90909,0.91273,0.81069,0.64305,0.56248,1.00722,0.0087658,0.0087658,0.0087658
189,1418.85,0.82611,0.62796,1.04076,0.99378,0.90909,0.938,0.8613,0.62264,0.51118,1.03642,0.0087592,0.0087592,0.0087592
190,1425.42,0.88332,0.60816,1.05077,1,0.99404,0.995,0.73143,0.80046,0.48967,1.15133,0.0087526,0.0087526,0.0087526
