epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,359.515,0,105.028,0,0,0,0,0,0,145.466,0,0.000544553,0.000544553,0.000544553
2,723.409,0,75.9891,0,0,0,0,0,0,94.033,0,0.00108933,0.00108933,0.00108933
3,1062.05,0,56.0225,0,0,0,0,0,0,83.2743,0,0.0016231,0.0016231,0.0016231
4,1374.04,0,37.4708,0,0,0,0,0,0,51.3163,0,0.00161749,0.00161749,0.00161749
